NC_035784.1	Gnomon	mRNA	2337755	2374062	.	-	.	vacuolar protein sorting-associated protein 13D-like	transcript_id=XM_022486627.1
NC_035785.1	Gnomon	mRNA	173	51429	.	+	.	dynein gamma chain%2C flagellar outer arm-like	
NC_035785.1	Gnomon	mRNA	4675579	4759531	.	+	.	ATP-citrate synthase-like	
NC_035786.1	Gnomon	mRNA	38638177	38679437	.	+	.	transcription factor E2F7-like	
NC_035786.1	Gnomon	mRNA	8622458	8628493	.	-	.	E3 ubiquitin-protein ligase SHPRH-like	
NC_035786.1	Gnomon	mRNA	33804868	33822453	.	+	.	uncharacterized LOC111108840	
NC_035787.1	Gnomon	mRNA	18051014	18089502	.	-	.	sterol regulatory element-binding protein cleavage-activating protein-like	
NC_035788.1	Gnomon	mRNA	21821927	21845737	.	+	.	protein FAM81A-like	
NC_035788.1	Gnomon	mRNA	51956671	51963328	.	-	.	telomere-associated protein RIF1-like	
NC_035788.1	Gnomon	mRNA	70746053	70768185	.	+	.	microtubule-associated protein futsch-like	
NC_035788.1	Gnomon	mRNA	51725921	51742010	.	-	.	low-density lipoprotein receptor-related protein 6-like	
NC_035780.1	Gnomon	mRNA	60354242	60376358	.	+	.	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1-like	
NC_035781.1	Gnomon	mRNA	13840018	13845529	.	+	.	uncharacterized LOC111118472	
NC_035781.1	Gnomon	mRNA	5838242	5870635	.	-	.	microtubule-actin cross-linking factor 1%2C isoforms 1/2/3/5-like	
NC_035781.1	Gnomon	mRNA	5623609	5686073	.	-	.	eukaryotic elongation factor 2 kinase-like	
NC_035781.1	Gnomon	mRNA	13027454	13041540	.	-	.	probable ATP-dependent RNA helicase DDX46	
NC_035781.1	Gnomon	mRNA	54783500	54803452	.	-	.	uncharacterized LOC111120228	
NC_035781.1	Gnomon	mRNA	30149304	30155205	.	+	.	centrosomal protein of 131 kDa-like	
NC_035781.1	Gnomon	mRNA	43048000	43060502	.	-	.	uncharacterized LOC111120604	
NC_035781.1	Gnomon	mRNA	40730165	40800174	.	-	.	midasin-like	
NC_035780.1	Gnomon	mRNA	17457431	17541765	.	+	.	WD repeat-containing protein 90-like	
NC_035781.1	Gnomon	mRNA	2272619	2290963	.	-	.	dystrobrevin beta-like	
NC_035781.1	Gnomon	mRNA	26561815	26611438	.	+	.	dynein heavy chain 8%2C axonemal-like	
NC_035782.1	Gnomon	mRNA	34044936	34574288	.	+	.	glycerophosphocholine phosphodiesterase GPCPD1-like	
NC_035782.1	Gnomon	mRNA	12218484	12245043	.	-	.	titin-like	
NC_035782.1	Gnomon	mRNA	20784632	20966671	.	-	.	phosphoribosylformylglycinamidine synthase-like	
NC_035782.1	Gnomon	mRNA	22558708	22571865	.	-	.	protocadherin-7-like	
NC_035782.1	Gnomon	mRNA	63510843	63517012	.	-	.	titin-like	
NC_035782.1	Gnomon	mRNA	26608453	26680502	.	+	.	myotubularin-related protein 6-like	
NC_035782.1	Gnomon	mRNA	13866356	13889934	.	+	.	ras GTPase-activating protein nGAP-like	
NC_035782.1	Gnomon	mRNA	58924168	58967420	.	-	.	calmodulin-regulated spectrin-associated protein 1-like	
NC_035780.1	Gnomon	mRNA	4282771	4298209	.	+	.	ryanodine receptor-like	
NC_035783.1	Gnomon	mRNA	32058529	32093829	.	+	.	alpha-mannosidase 2-like	
NC_035783.1	Gnomon	mRNA	32411180	32424850	.	-	.	S phase cyclin A-associated protein in the endoplasmic reticulum-like	
NC_035783.1	Gnomon	mRNA	57906897	57934776	.	+	.	uncharacterized LOC111129868	
NC_035783.1	Gnomon	mRNA	18120802	18139287	.	-	.	cytosolic carboxypeptidase 1-like	
NC_035780.1	Gnomon	mRNA	19475014	19496585	.	-	.	multiple epidermal growth factor-like domains protein 6	
NC_035784.1	Gnomon	mRNA	8010978	8058463	.	-	.	fragile X mental retardation syndrome-related protein 1-like	
NC_035784.1	Gnomon	mRNA	79429217	79445590	.	-	.	kinesin-like protein KIF6	
NC_035780.1	Gnomon	mRNA	61397040	61420915	.	+	.	suppressor of cytokine signaling 4-like	
NC_035784.1	Gnomon	mRNA	2776546	2779685	.	+	.	26S proteasome non-ATPase regulatory subunit 1-like	
NC_035784.1	Gnomon	mRNA	87859893	87957463	.	-	.	26S proteasome regulatory subunit 7	
NC_035784.1	Gnomon	mRNA	50714962	50725332	.	-	.	4-hydroxybutyrate coenzyme A transferase-like	
NC_035784.1	Gnomon	mRNA	60463708	60470404	.	-	.	46 kDa FK506-binding nuclear protein-like%2C transcript variant X1	
NC_035783.1	Gnomon	mRNA	23689143	23696042	.	-	.	46 kDa FK506-binding nuclear protein-like%2C transcript variant X2	
NC_035783.1	Gnomon	mRNA	23686793	23696042	.	-	.	60S ribosomal protein L15-like	
NC_035780.1	Gnomon	mRNA	55375866	55378390	.	+	.	60S ribosomal protein L17-like	
NC_035783.1	Gnomon	mRNA	37763858	37769606	.	+	.	A-kinase anchor protein 9-like%2C transcript variant X1	
NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X10	
NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X11	
NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X12	
NC_035788.1	Gnomon	mRNA	48481134	48585859	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X13	
NC_035788.1	Gnomon	mRNA	48481134	48577477	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X14	
NC_035788.1	Gnomon	mRNA	48481134	48574135	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X15	
NC_035788.1	Gnomon	mRNA	48481134	48574751	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X16	
NC_035788.1	Gnomon	mRNA	48481134	48575261	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X17	
NC_035788.1	Gnomon	mRNA	48481134	48567849	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X18	
NC_035788.1	Gnomon	mRNA	48481134	48577476	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X2	
NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X3	
NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X4	
NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X5	
NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X6	
NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X7	
NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X8	
