Contig110170	680	682	45	Contig110170	.	contig	1	9300	.	.	.	ID=Contig110170;Name=Contig110170
Contig26036	17363	17365	-75	Contig26036	.	contig	1	17816	.	.	.	ID=Contig26036;Name=Contig26036
Contig30748	20275	20277	-44	Contig30748	blastn	expressed_sequence_match	18387	21997	68	-	.	ID=Contig30748:hit:141:3.2.0.0;Name=comp36312_c6_seq2
Contig30748	20275	20277	-44	Contig30748	.	contig	1	23516	.	.	.	ID=Contig30748;Name=Contig30748
Contig35213	67	69	-46	Contig35213	.	contig	1	3190	.	.	.	ID=Contig35213;Name=Contig35213
Contig35213	67	69	-46	Contig35213	blastn	expressed_sequence_match	1	2189	1031	-	.	ID=Contig35213:hit:63:3.2.0.0;Name=comp42648_c3_seq1
Contig35213	67	69	-46	Contig35213	blastn	match_part	1	179	131	-	.	ID=Contig35213:hsp:111:3.2.0.0;Parent=Contig35213:hit:63:3.2.0.0;Target=comp42648_c3_seq1 1 178 +;Gap=M23 D1 M21 D2 M51 I1 M59 I1 M22
Contig35213	306	308	-40	Contig35213	.	contig	1	3190	.	.	.	ID=Contig35213;Name=Contig35213
Contig35213	306	308	-40	Contig35213	blastn	expressed_sequence_match	1	2189	1031	-	.	ID=Contig35213:hit:63:3.2.0.0;Name=comp42648_c3_seq1
Contig35213	306	308	-40	Contig35213	blastx	protein_match	135	2433	182	-	.	ID=Contig35213:hit:67:3.10.0.0;Name=YP_254649.1
Contig35213	306	308	-40	Contig35213	blastx	match_part	135	419	182	-	.	ID=Contig35213:hsp:120:3.10.0.0;Parent=Contig35213:hit:67:3.10.0.0;Target=YP_254649.1 15 111;Gap=M23 I4 M13 D2 M57
Contig35213	306	308	-40	Contig35213	blastn	expressed_sequence_match	188	2460	253	-	.	ID=Contig35213:hit:64:3.2.0.0;Name=comp42648_c8_seq1
Contig35213	306	308	-40	Contig35213	blastn	match_part	188	447	220	-	.	ID=Contig35213:hsp:113:3.2.0.0;Parent=Contig35213:hit:64:3.2.0.0;Target=comp42648_c8_seq1 2 265 +;Gap=M33 I1 M44 I1 M29 I1 M41 I1 M113
Contig35213	1721	1723	-45	Contig35213	.	contig	1	3190	.	.	.	ID=Contig35213;Name=Contig35213
Contig35213	1721	1723	-45	Contig35213	blastn	expressed_sequence_match	1	2189	1031	-	.	ID=Contig35213:hit:63:3.2.0.0;Name=comp42648_c3_seq1
Contig35213	1721	1723	-45	Contig35213	blastx	protein_match	135	2433	182	-	.	ID=Contig35213:hit:67:3.10.0.0;Name=YP_254649.1
Contig35213	1721	1723	-45	Contig35213	blastn	expressed_sequence_match	188	2460	253	-	.	ID=Contig35213:hit:64:3.2.0.0;Name=comp42648_c8_seq1
Contig35213	1721	1723	-45	Contig35213	protein2genome	protein_match	866	2433	1520	-	.	ID=Contig35213:hit:68:3.10.0.0;Name=YP_254649.1
Contig35213	1721	1723	-45	Contig35213	protein2genome	match_part	866	2433	1520	-	.	ID=Contig35213:hsp:121:3.10.0.0;Parent=Contig35213:hit:68:3.10.0.0;Target=YP_254649.1 15 537;Gap=M65 F1 M17 R1 M1 R2 F1 M27 F2 M41 F1 M52 F1 M27 F1 M17 I1 F2 M21 R1 M1 R2 M13 F1 M3 R2 M1 R1 M30 F1 M60 F1 M120 I1 M20
Contig35213	1721	1723	-45	Contig35213	blastn	match_part	875	2189	1031	-	.	ID=Contig35213:hsp:110:3.2.0.0;Parent=Contig35213:hit:63:3.2.0.0;Target=comp42648_c3_seq1 1 1312 +;Gap=M89 D1 M20 I1 M64 D1 M41 D1 M26 D1 M20 I1 M15 I1 M81 D1 M93 I1 M17 I1 M31 I2 M67 I1 M49 D1 M85 D1 M159 D1 M51 D1 M15 I1 M55 I1 M17 D2 M21 D1 M44 I1 M50 D1 M172 D1 M19
Contig35213	1721	1723	-45	Contig35213	est2genome	expressed_sequence_match	875	2189	6176	+	.	ID=Contig35213:hit:65:3.2.0.0;Name=comp42648_c3_seq1
Contig35213	1721	1723	-45	Contig35213	est2genome	match_part	875	2189	6176	+	.	ID=Contig35213:hsp:114:3.2.0.0;Parent=Contig35213:hit:65:3.2.0.0;Target=comp42648_c3_seq1 1 1312 -;Gap=M89 D1 M20 I1 M64 D1 M41 D1 M26 D1 M20 I1 M15 I1 M81 D1 M93 I1 M17 I1 M31 I2 M67 I1 M49 D1 M85 D1 M159 D1 M51 D1 M15 I1 M55 I1 M17 D2 M21 D1 M44 I1 M50 D1 M172 D1 M19
Contig35213	1721	1723	-45	Contig35213	blastx	match_part	1065	2012	424	-	.	ID=Contig35213:hsp:117:3.10.0.0;Parent=Contig35213:hit:67:3.10.0.0;Target=YP_254649.1 156 471;Gap=M98 I1 M79 D12 M31 D2 M23 I13 M11 D7 M6 I1 M10 I6 M37
Contig35213	1850	1852	-67	Contig35213	.	contig	1	3190	.	.	.	ID=Contig35213;Name=Contig35213
Contig35213	1850	1852	-67	Contig35213	blastn	expressed_sequence_match	1	2189	1031	-	.	ID=Contig35213:hit:63:3.2.0.0;Name=comp42648_c3_seq1
Contig35213	1850	1852	-67	Contig35213	blastx	protein_match	135	2433	182	-	.	ID=Contig35213:hit:67:3.10.0.0;Name=YP_254649.1
Contig35213	1850	1852	-67	Contig35213	blastn	expressed_sequence_match	188	2460	253	-	.	ID=Contig35213:hit:64:3.2.0.0;Name=comp42648_c8_seq1
Contig35213	1850	1852	-67	Contig35213	protein2genome	protein_match	866	2433	1520	-	.	ID=Contig35213:hit:68:3.10.0.0;Name=YP_254649.1
Contig35213	1850	1852	-67	Contig35213	protein2genome	match_part	866	2433	1520	-	.	ID=Contig35213:hsp:121:3.10.0.0;Parent=Contig35213:hit:68:3.10.0.0;Target=YP_254649.1 15 537;Gap=M65 F1 M17 R1 M1 R2 F1 M27 F2 M41 F1 M52 F1 M27 F1 M17 I1 F2 M21 R1 M1 R2 M13 F1 M3 R2 M1 R1 M30 F1 M60 F1 M120 I1 M20
Contig35213	1850	1852	-67	Contig35213	blastn	match_part	875	2189	1031	-	.	ID=Contig35213:hsp:110:3.2.0.0;Parent=Contig35213:hit:63:3.2.0.0;Target=comp42648_c3_seq1 1 1312 +;Gap=M89 D1 M20 I1 M64 D1 M41 D1 M26 D1 M20 I1 M15 I1 M81 D1 M93 I1 M17 I1 M31 I2 M67 I1 M49 D1 M85 D1 M159 D1 M51 D1 M15 I1 M55 I1 M17 D2 M21 D1 M44 I1 M50 D1 M172 D1 M19
Contig35213	1850	1852	-67	Contig35213	est2genome	expressed_sequence_match	875	2189	6176	+	.	ID=Contig35213:hit:65:3.2.0.0;Name=comp42648_c3_seq1
Contig35213	1850	1852	-67	Contig35213	est2genome	match_part	875	2189	6176	+	.	ID=Contig35213:hsp:114:3.2.0.0;Parent=Contig35213:hit:65:3.2.0.0;Target=comp42648_c3_seq1 1 1312 -;Gap=M89 D1 M20 I1 M64 D1 M41 D1 M26 D1 M20 I1 M15 I1 M81 D1 M93 I1 M17 I1 M31 I2 M67 I1 M49 D1 M85 D1 M159 D1 M51 D1 M15 I1 M55 I1 M17 D2 M21 D1 M44 I1 M50 D1 M172 D1 M19
Contig35213	1850	1852	-67	Contig35213	blastx	match_part	1065	2012	424	-	.	ID=Contig35213:hsp:117:3.10.0.0;Parent=Contig35213:hit:67:3.10.0.0;Target=YP_254649.1 156 471;Gap=M98 I1 M79 D12 M31 D2 M23 I13 M11 D7 M6 I1 M10 I6 M37
Contig35213	1850	1852	-67	Contig35213	blastx	match_part	1730	1972	173	-	.	ID=Contig35213:hsp:118:3.10.0.0;Parent=Contig35213:hit:67:3.10.0.0;Target=YP_254649.1 169 249;Gap=M81
Contig35213	1859	1861	-81	Contig35213	.	contig	1	3190	.	.	.	ID=Contig35213;Name=Contig35213
Contig35213	1859	1861	-81	Contig35213	blastn	expressed_sequence_match	1	2189	1031	-	.	ID=Contig35213:hit:63:3.2.0.0;Name=comp42648_c3_seq1
Contig35213	1859	1861	-81	Contig35213	blastx	protein_match	135	2433	182	-	.	ID=Contig35213:hit:67:3.10.0.0;Name=YP_254649.1
Contig35213	1859	1861	-81	Contig35213	blastn	expressed_sequence_match	188	2460	253	-	.	ID=Contig35213:hit:64:3.2.0.0;Name=comp42648_c8_seq1
Contig35213	1859	1861	-81	Contig35213	protein2genome	protein_match	866	2433	1520	-	.	ID=Contig35213:hit:68:3.10.0.0;Name=YP_254649.1
Contig35213	1859	1861	-81	Contig35213	protein2genome	match_part	866	2433	1520	-	.	ID=Contig35213:hsp:121:3.10.0.0;Parent=Contig35213:hit:68:3.10.0.0;Target=YP_254649.1 15 537;Gap=M65 F1 M17 R1 M1 R2 F1 M27 F2 M41 F1 M52 F1 M27 F1 M17 I1 F2 M21 R1 M1 R2 M13 F1 M3 R2 M1 R1 M30 F1 M60 F1 M120 I1 M20
Contig35213	1859	1861	-81	Contig35213	blastn	match_part	875	2189	1031	-	.	ID=Contig35213:hsp:110:3.2.0.0;Parent=Contig35213:hit:63:3.2.0.0;Target=comp42648_c3_seq1 1 1312 +;Gap=M89 D1 M20 I1 M64 D1 M41 D1 M26 D1 M20 I1 M15 I1 M81 D1 M93 I1 M17 I1 M31 I2 M67 I1 M49 D1 M85 D1 M159 D1 M51 D1 M15 I1 M55 I1 M17 D2 M21 D1 M44 I1 M50 D1 M172 D1 M19
Contig35213	1859	1861	-81	Contig35213	est2genome	expressed_sequence_match	875	2189	6176	+	.	ID=Contig35213:hit:65:3.2.0.0;Name=comp42648_c3_seq1
Contig35213	1859	1861	-81	Contig35213	est2genome	match_part	875	2189	6176	+	.	ID=Contig35213:hsp:114:3.2.0.0;Parent=Contig35213:hit:65:3.2.0.0;Target=comp42648_c3_seq1 1 1312 -;Gap=M89 D1 M20 I1 M64 D1 M41 D1 M26 D1 M20 I1 M15 I1 M81 D1 M93 I1 M17 I1 M31 I2 M67 I1 M49 D1 M85 D1 M159 D1 M51 D1 M15 I1 M55 I1 M17 D2 M21 D1 M44 I1 M50 D1 M172 D1 M19
