Contig100868	3351	3400	-45	Contig100868	.	contig	1	3497	.	.	.	ID=Contig100868;Name=Contig100868
Contig10438	401	450	-26	Contig10438	.	contig	1	1877	.	.	.	ID=Contig10438;Name=Contig10438
Contig110170	651	700	38	Contig110170	.	contig	1	9300	.	.	.	ID=Contig110170;Name=Contig110170
Contig114153	101	150	26	Contig114153	.	contig	1	1920	.	.	.	ID=Contig114153;Name=Contig114153
Contig1167	401	450	40	Contig1167	blastn	expressed_sequence_match	1	2887	252	-	.	ID=Contig1167:hit:347:3.2.0.0;Name=comp36502_c0_seq9
Contig1167	401	450	40	Contig1167	blastn	expressed_sequence_match	145	1986	43	+	.	ID=Contig1167:hit:346:3.2.0.0;Name=comp43111_c1_seq82
Contig1167	401	450	40	Contig1167	blastn	expressed_sequence_match	145	537	43	+	.	ID=Contig1167:hit:350:3.2.0.0;Name=comp43111_c1_seq33
Contig1167	401	450	40	Contig1167	blastn	expressed_sequence_match	145	537	49	+	.	ID=Contig1167:hit:352:3.2.0.0;Name=comp43111_c1_seq14
Contig1167	401	440	40	Contig1167	blastn	expressed_sequence_match	145	440	49	+	.	ID=Contig1167:hit:353:3.2.0.0;Name=comp43111_c1_seq35
Contig1167	401	423	40	Contig1167	blastn	expressed_sequence_match	145	423	49	+	.	ID=Contig1167:hit:354:3.2.0.0;Name=comp43111_c1_seq75
Contig1167	401	450	40	Contig1167	blastn	expressed_sequence_match	145	1833	49	+	.	ID=Contig1167:hit:355:3.2.0.0;Name=comp43111_c1_seq65
Contig1167	401	438	40	Contig1167	blastn	expressed_sequence_match	145	438	43	+	.	ID=Contig1167:hit:356:3.2.0.0;Name=comp43111_c1_seq25
Contig1167	401	423	40	Contig1167	blastn	expressed_sequence_match	145	423	49	+	.	ID=Contig1167:hit:358:3.2.0.0;Name=comp43111_c1_seq96
Contig1167	401	450	40	Contig1167	blastn	expressed_sequence_match	145	1986	49	+	.	ID=Contig1167:hit:359:3.2.0.0;Name=comp43111_c1_seq56
Contig1167	401	450	40	Contig1167	blastn	expressed_sequence_match	145	1833	43	+	.	ID=Contig1167:hit:360:3.2.0.0;Name=comp43111_c1_seq26
Contig1167	401	438	40	Contig1167	blastn	expressed_sequence_match	145	438	49	+	.	ID=Contig1167:hit:363:3.2.0.0;Name=comp43111_c1_seq77
Contig1167	401	450	40	Contig1167	blastn	expressed_sequence_match	145	1837	49	+	.	ID=Contig1167:hit:364:3.2.0.0;Name=comp43111_c1_seq87
Contig1167	401	423	40	Contig1167	blastn	expressed_sequence_match	145	423	49	+	.	ID=Contig1167:hit:365:3.2.0.0;Name=comp43111_c1_seq47
Contig1167	401	423	40	Contig1167	blastn	expressed_sequence_match	145	423	43	+	.	ID=Contig1167:hit:366:3.2.0.0;Name=comp43111_c1_seq67
